Customer_ID,Age,Income,Gender,Product,Spend,Pref_TV,Pref_Appliance,Location,Recency,Frequency,Monetary,Pref_Score,Cluster,Segment
CUST_00055,28,18459.0,F,Refrigerator,1127.9810022364818,3.8212962386180536,7.875668766930561,Suburban,17,7,6728.692235367514,5.848482502774307,3,Occasional Young Shoppers
CUST_00064,21,7996.0,M,Washing Machine,822.5992042320216,6.585011623211127,1.045709316781545,Urban,294,9,5110.857669811365,3.815360469996336,2,Loyal Appliance Buyers
CUST_00003,32,29307.0,M,Smartphone,1297.9683415938837,6.745150586176577,9.259827783716446,Urban,195,12,9907.892805725707,8.002489184946512,1,Tech-Savvy Urbanites
CUST_00051,23,26572.0,F,Washing Machine,1057.631650683186,7.294462668886306,2.7770393538201854,Suburban,186,13,12167.811323959124,5.035751011353246,1,Tech-Savvy Urbanites
CUST_00007,66,16622.0,F,TV,65.29912755277529,2.008105417613851,9.857069954436136,Suburban,344,8,6316.597897384516,5.932587686024993,2,Loyal Appliance Buyers
CUST_00021,47,21143.0,F,Smartphone,621.4307215230295,8.645179869356998,7.626285531644159,Urban,223,10,8545.521363353593,8.13573270050058,2,Loyal Appliance Buyers
CUST_00073,55,11434.0,M,TV,1283.88025413986,5.795624190549339,7.968260329306039,Rural,317,7,6566.016297160648,6.881942259927689,2,Loyal Appliance Buyers
CUST_00039,68,40104.0,M,Smartphone,551.4953440641405,5.241896146945615,6.905826823362459,Urban,336,12,9828.238321078286,6.073861485154037,2,Loyal Appliance Buyers
CUST_00018,19,17243.0,M,Washing Machine,101.06200161200908,9.829878620621589,5.244968645066443,Urban,228,9,7302.390169064979,7.537423632844015,2,Loyal Appliance Buyers
CUST_00004,32,103469.0,M,Laptop,1131.9604759007948,7.663404672469178,6.144649240250489,Urban,76,11,10247.76113606117,6.904026956359834,0,Budget Rural Families
CUST_00089,28,20175.0,F,Refrigerator,1212.9554919101597,2.062054239574374,1.417625974136131,Suburban,187,14,9197.131941987962,1.7398401068552525,1,Tech-Savvy Urbanites
CUST_00060,25,15066.0,F,TV,282.8608578127974,7.808852505036167,6.615635584888128,Suburban,345,11,8569.35683925131,7.212244044962148,2,Loyal Appliance Buyers
CUST_00014,43,17923.0,F,Washing Machine,829.1437204226128,1.8572404057558252,6.634882917883421,Urban,269,10,7322.529837190011,4.246061661819623,2,Loyal Appliance Buyers
CUST_00009,68,10873.0,F,Laptop,328.3353865438024,1.2472350626168636,9.020807176616286,Urban,94,10,7430.061608242025,5.134021119616575,3,Occasional Young Shoppers
CUST_00090,62,28033.0,F,Washing Machine,1092.8899076140128,4.632633057429074,5.550907216871975,Suburban,309,20,16510.95629505361,5.091770137150524,1,Tech-Savvy Urbanites
CUST_00053,61,17855.0,M,TV,443.7481600073542,9.942203555372968,1.694299366774549,Urban,131,11,5174.277504427387,5.818251461073759,3,Occasional Young Shoppers
CUST_00002,22,38779.0,M,Refrigerator,508.5119277168286,2.573955425753764,3.755763284338731,Urban,38,13,8843.665128866594,3.1648593550462474,3,Occasional Young Shoppers
CUST_00084,23,19199.0,F,Washing Machine,1275.207737778147,7.05379909174111,6.900664709028857,Suburban,71,8,6456.7956737933055,6.977231900384984,3,Occasional Young Shoppers
CUST_00092,43,44012.0,M,Smartphone,740.6674107000113,2.560564595855074,3.1533297647631757,Urban,280,19,13360.576309322469,2.856947180309125,1,Tech-Savvy Urbanites
CUST_00060,21,32168.0,F,Laptop,1021.1439542664592,7.523082774625474,3.524750396698608,Rural,332,11,8569.35683925131,5.523916585662041,2,Loyal Appliance Buyers
CUST_00071,36,22344.0,F,Washing Machine,633.4409235475781,5.548183014140435,8.38422114724768,Urban,159,6,3921.727131276477,6.9662020806940586,3,Occasional Young Shoppers
CUST_00044,37,48539.0,M,Laptop,482.10994293094535,7.119745390804386,6.258877585864381,Suburban,186,10,5725.413738429699,6.689311488334384,0,Budget Rural Families
CUST_00008,50,35460.0,F,Smartphone,956.943187615759,2.825858583228112,5.5767468859621525,Urban,190,13,12023.091090072992,4.201302734595132,1,Tech-Savvy Urbanites
CUST_00047,37,96096.0,F,Refrigerator,274.54348241429085,7.710654992684518,3.866067701252239,Rural,119,12,6025.688116273296,5.788361346968379,0,Budget Rural Families
CUST_00035,66,17949.0,F,Refrigerator,590.8497615719514,9.96057153660436,7.5783523233973,Urban,219,10,6232.160414551573,8.76946193000083,2,Loyal Appliance Buyers
CUST_00078,29,22887.0,F,Smartphone,353.1037042095873,6.990854505633638,3.589465910410264,Suburban,52,8,7406.036211225917,5.290160208021951,3,Occasional Young Shoppers
CUST_00081,64,48260.0,F,Laptop,1058.902702064081,5.441319982655899,7.633571658797577,Suburban,221,7,6033.487578390583,6.537445820726738,0,Budget Rural Families
CUST_00036,18,10181.0,M,Washing Machine,1419.102815601856,9.308565897573382,1.630913322406978,Urban,130,12,9879.05665470353,5.46973960999018,3,Occasional Young Shoppers
CUST_00050,43,42552.0,M,Smartphone,1493.4909036230065,1.1426665800868867,8.780872074238752,Urban,236,9,7057.996330537044,4.96176932716282,0,Budget Rural Families
CUST_00004,31,27437.0,F,TV,702.9013751403065,7.56931167357239,5.496098170383395,Suburban,245,11,10247.76113606117,6.532704921977892,2,Loyal Appliance Buyers
CUST_00002,55,14128.0,F,Laptop,416.16906497284447,8.998718651324316,4.94657215029073,Rural,225,13,8843.665128866594,6.972645400807522,2,Loyal Appliance Buyers
CUST_00006,54,11142.0,M,Refrigerator,692.10258705727,1.555071252588617,6.499210703877321,Urban,207,8,6163.877307059629,4.027140978232969,2,Loyal Appliance Buyers
CUST_00054,28,15737.0,M,Smartphone,1278.5406444459495,5.050577533741824,6.617728656066434,Urban,95,12,10473.880124611136,5.834153094904129,3,Occasional Young Shoppers
CUST_00004,53,7028.0,F,Refrigerator,348.70823390045786,2.84247508554999,2.18831659200996,Rural,199,11,10247.76113606117,2.515395838779975,2,Loyal Appliance Buyers
CUST_00054,30,17244.0,F,Laptop,1430.5386948967391,6.098663490290471,7.80610230834592,Urban,246,12,10473.880124611136,6.952382899318195,1,Tech-Savvy Urbanites
CUST_00093,60,30070.0,F,Refrigerator,545.7053647573189,6.845886627432945,3.483354681550566,Rural,71,11,6577.625376130714,5.164620654491755,3,Occasional Young Shoppers
CUST_00063,20,17359.0,F,Smartphone,1479.415306202942,3.723608646358795,9.144656921529226,Suburban,317,13,12282.10907678582,6.43413278394401,1,Tech-Savvy Urbanites
CUST_00018,50,44097.0,M,Laptop,1265.9828869242451,5.139835027102907,8.360655970733493,Suburban,184,9,7302.390169064979,6.750245498918201,0,Budget Rural Families
CUST_00090,23,50512.0,M,TV,1222.427274513716,3.514055367489036,4.116394373812737,Urban,5,20,16510.95629505361,3.8152248706508862,1,Tech-Savvy Urbanites
CUST_00044,67,41682.0,F,Smartphone,510.9617769712612,4.324520480096024,8.26965363880643,Urban,205,10,5725.413738429699,6.297087059451227,0,Budget Rural Families
CUST_00034,27,24719.0,M,Washing Machine,62.726957324497725,2.4358596101958123,4.207514493699138,Suburban,31,9,6200.6584381215525,3.3216870519474755,3,Occasional Young Shoppers
CUST_00074,22,6889.0,M,Smartphone,604.0927177976823,8.970034992270683,1.9085291347243656,Rural,98,10,8753.74399287828,5.439282063497524,3,Occasional Young Shoppers
CUST_00062,40,15493.0,M,Laptop,487.6235860109058,1.0900936950322275,9.656994148531371,Rural,255,19,14057.248394588696,5.373543921781799,1,Tech-Savvy Urbanites
CUST_00100,27,20516.0,F,Smartphone,104.22563609275608,8.941682677994097,6.873418136938961,Urban,186,9,5275.276339877821,7.907550407466529,3,Occasional Young Shoppers
CUST_00014,61,14088.0,F,TV,782.779621933598,6.145109905147646,5.104895739963325,Urban,75,10,7322.529837190011,5.625002822555485,3,Occasional Young Shoppers
CUST_00095,19,20542.0,M,TV,634.3954013599681,3.984920597593157,4.579960163779357,Urban,176,10,9503.708480453995,4.282440380686257,3,Occasional Young Shoppers
CUST_00048,30,49268.0,M,Washing Machine,970.1068782252108,7.507514129142968,3.922348008324376,Rural,314,11,9587.47816524108,5.714931068733672,0,Budget Rural Families
CUST_00015,57,9673.0,F,Refrigerator,950.7201671814206,5.569769366763979,9.833028358862164,Urban,286,10,6638.82240420978,7.701398862813072,2,Loyal Appliance Buyers
CUST_00072,19,54494.0,F,Laptop,225.08262205018616,5.491977922968458,2.2127253861781666,Urban,348,8,5635.939046207425,3.852351654573313,0,Budget Rural Families
CUST_00078,37,34282.0,M,Laptop,1466.600041883603,1.991280546270698,3.8332455302851143,Urban,254,8,7406.036211225917,2.9122630382779064,2,Loyal Appliance Buyers
CUST_00087,18,25188.0,M,Refrigerator,321.050572690098,4.505644233508678,5.369478762543972,Urban,324,10,5095.541043607631,4.937561498026325,2,Loyal Appliance Buyers
CUST_00062,54,15416.0,M,TV,695.6473359088217,3.16957911271063,5.301995905488803,Rural,189,19,14057.248394588696,4.235787509099716,1,Tech-Savvy Urbanites
CUST_00040,26,14229.0,F,TV,757.7704379789157,1.141263150366517,5.242298359670591,Suburban,307,5,4106.289404490597,3.191780755018554,2,Loyal Appliance Buyers
CUST_00085,34,9768.0,M,Smartphone,1228.9410559604742,4.24089667703902,2.582054342473437,Urban,344,8,6825.343624195964,3.411475509756228,2,Loyal Appliance Buyers
CUST_00080,26,51968.0,M,Washing Machine,193.88291433723785,1.8083991648304427,2.304392743985505,Urban,126,8,5114.465969836492,2.056395954407974,0,Budget Rural Families
CUST_00082,28,47515.0,F,Washing Machine,671.5342048523711,3.3114703395266667,3.2929082769575806,Urban,286,7,3425.6019685937617,3.302189308242124,0,Budget Rural Families
CUST_00053,32,10904.0,F,Washing Machine,961.3281468424956,1.8326495906478504,9.230735384218503,Urban,253,11,5174.277504427387,5.531692487433178,2,Loyal Appliance Buyers
CUST_00024,41,16709.0,M,Smartphone,361.9756513548805,1.9084746300075897,2.017476710510591,Urban,212,14,7195.977537740669,1.9629756702590904,2,Loyal Appliance Buyers
CUST_00026,55,27353.0,F,Washing Machine,959.8284532108056,2.7911016497366945,7.816825930359923,Suburban,249,9,5293.456405879894,5.303963790048309,2,Loyal Appliance Buyers
CUST_00089,52,18963.0,M,Refrigerator,1389.3140144469965,9.998643200377602,7.817935538200341,Urban,83,14,9197.131941987962,8.908289369288973,3,Occasional Young Shoppers
CUST_00060,47,8439.0,F,Smartphone,1496.4012902003788,1.019657285715239,8.287933635075362,Urban,12,11,8569.35683925131,4.6537954603953,3,Occasional Young Shoppers
CUST_00041,48,15853.0,M,Refrigerator,97.05406134647978,6.748053725083647,8.9795394009042,Urban,44,4,1655.8364138525983,7.863796562993923,3,Occasional Young Shoppers
CUST_00029,66,58426.0,F,Smartphone,391.6029309547824,2.271193282239016,3.3673255978503724,Suburban,126,8,7937.44458508901,2.819259440044694,0,Budget Rural Families
CUST_00015,22,16400.0,M,Washing Machine,499.9453178979613,9.28565323039698,3.0210352234200677,Suburban,113,10,6638.82240420978,6.153344226908525,3,Occasional Young Shoppers
CUST_00045,61,20298.0,F,Refrigerator,628.7328456452009,1.842696040002663,5.189550998747317,Suburban,275,9,6125.618519620869,3.5161235193749905,2,Loyal Appliance Buyers
CUST_00065,67,12424.0,F,Refrigerator,401.2728784979128,9.59556868413613,3.385802518768325,Suburban,204,8,5810.330275101032,6.490685601452228,2,Loyal Appliance Buyers
CUST_00089,31,29551.0,F,Refrigerator,345.0575921052032,6.498337487351302,7.608789900847968,Suburban,336,14,9197.131941987962,7.053563694099635,2,Loyal Appliance Buyers
CUST_00071,28,23332.0,F,Smartphone,1434.103071505375,1.0114126922394122,6.723456190672903,Urban,272,6,3921.727131276477,3.8674344414561577,2,Loyal Appliance Buyers
CUST_00009,26,15199.0,F,Laptop,1381.856324017251,9.046064781251255,8.874889192473862,Rural,57,10,7430.061608242025,8.96047698686256,3,Occasional Young Shoppers
CUST_00088,51,11472.0,M,Washing Machine,118.13912645452034,5.695406212302265,1.744644731383644,Urban,327,9,6527.294542363398,3.720025471842954,2,Loyal Appliance Buyers
CUST_00001,29,44457.0,M,Refrigerator,541.2788813270299,3.3640276179743607,9.235750000222671,Urban,218,16,12623.084661018294,6.299888809098517,1,Tech-Savvy Urbanites
CUST_00008,52,9870.0,F,Laptop,637.4654028336896,7.905512597640671,3.640137640030806,Suburban,108,13,12023.091090072992,5.772825118835739,1,Tech-Savvy Urbanites
CUST_00088,52,28337.0,M,Washing Machine,396.5710752656179,9.33998998498183,5.4162491133428565,Urban,278,9,6527.294542363398,7.378119549162344,2,Loyal Appliance Buyers
CUST_00063,18,7503.0,F,Washing Machine,961.8657006328544,5.353217408321145,4.947502923456794,Rural,173,13,12282.10907678582,5.150360165888969,1,Tech-Savvy Urbanites
CUST_00011,57,31370.0,F,Refrigerator,978.5520826341497,3.839981269987998,7.842804859939815,Urban,327,4,2947.6285840249966,5.841393064963906,2,Loyal Appliance Buyers
CUST_00081,39,35780.0,M,Refrigerator,1283.2311310764658,8.10050611541434,4.782999784886583,Rural,263,7,6033.487578390583,6.441752950150462,2,Loyal Appliance Buyers
CUST_00008,46,38078.0,F,Smartphone,1124.2604391585658,7.136069480096092,9.491978310844685,Rural,314,13,12023.091090072992,8.314023895470388,1,Tech-Savvy Urbanites
CUST_00035,25,20321.0,M,Laptop,836.7313241006357,8.99877235375245,9.12280494374718,Rural,110,10,6232.160414551573,9.060788648749812,3,Occasional Young Shoppers
CUST_00035,28,48630.0,F,Laptop,997.7008165644088,7.232626114850737,8.84945036772556,Rural,186,10,6232.160414551573,8.041038241288149,0,Budget Rural Families
CUST_00033,58,69835.0,M,Refrigerator,447.2837332373762,3.1917550500958267,1.641324993834051,Rural,268,18,12919.118584252372,2.4165400219649387,0,Budget Rural Families
CUST_00005,54,18754.0,M,Washing Machine,909.9314754526686,9.384933247831173,8.688322553985454,Suburban,228,11,7018.358996714953,9.036627900908313,2,Loyal Appliance Buyers
CUST_00041,31,17580.0,F,Refrigerator,759.3795193873829,1.9435217248539216,8.034719008988894,Urban,155,4,1655.8364138525983,4.989120366921408,3,Occasional Young Shoppers
CUST_00028,47,23732.0,F,Washing Machine,243.34947760873703,3.411484750961631,1.9316165230551792,Urban,188,10,8988.348036054289,2.671550637008405,2,Loyal Appliance Buyers
CUST_00007,52,17347.0,F,Washing Machine,401.6892010453076,5.68175146951497,1.9667289289259968,Suburban,271,8,6316.597897384516,3.8242401992204833,2,Loyal Appliance Buyers
CUST_00073,38,16124.0,M,Refrigerator,472.9555035462997,6.091678234638112,1.9104743036578704,Rural,1,7,6566.016297160648,4.001076269147991,3,Occasional Young Shoppers
CUST_00072,54,16842.0,M,TV,1390.248872226209,1.1377952796421489,1.101993338840388,Suburban,245,8,5635.939046207425,1.1198943092412683,2,Loyal Appliance Buyers
CUST_00012,22,51942.0,F,Laptop,384.06062710953967,8.02515453238846,5.937708746751252,Rural,209,13,11480.789670766568,6.981431639569856,0,Budget Rural Families
CUST_00034,36,32401.0,M,Washing Machine,469.4036590885189,4.2544658658285055,9.76054862292439,Rural,285,9,6200.6584381215525,7.007507244376448,2,Loyal Appliance Buyers
CUST_00033,31,17318.0,F,Washing Machine,585.5634886296768,4.65776686901924,4.948162326098142,Urban,358,18,12919.118584252372,4.802964597558692,1,Tech-Savvy Urbanites
CUST_00048,43,6454.0,F,TV,1012.4269710068112,8.284325899932512,5.866817516986208,Urban,12,11,9587.47816524108,7.07557170845936,3,Occasional Young Shoppers
CUST_00023,21,10176.0,F,Smartphone,221.44566908460376,4.413550525547901,9.7117281709296,Urban,95,13,8817.243906566982,7.062639348238751,3,Occasional Young Shoppers
CUST_00062,42,28331.0,F,TV,1433.220558115975,1.4250238884527937,3.296640058968076,Urban,220,19,14057.248394588696,2.360831973710435,1,Tech-Savvy Urbanites
CUST_00088,62,7625.0,M,TV,1305.0782691374086,2.587957934233153,8.726232273384365,Suburban,237,9,6527.294542363398,5.657095103808759,2,Loyal Appliance Buyers
CUST_00037,59,25502.0,F,Washing Machine,886.9633058629778,9.603128551493642,5.9175142049056255,Rural,93,7,6213.199865008311,7.760321378199634,3,Occasional Young Shoppers
CUST_00099,42,12929.0,M,Laptop,1027.3549077661874,1.6336482616226276,6.125288631967097,Suburban,337,18,16754.357742126318,3.879468446794862,1,Tech-Savvy Urbanites
CUST_00044,35,23061.0,F,TV,74.15768330411319,4.194380808712146,4.088564714865552,Urban,268,10,5725.413738429699,4.141472761788849,2,Loyal Appliance Buyers
CUST_00086,57,22741.0,M,Smartphone,541.4699242552506,5.528612503462101,6.054259248702173,Urban,170,15,9954.9476978007,5.7914358760821365,1,Tech-Savvy Urbanites
CUST_00091,25,23395.0,F,Refrigerator,1203.7073344590908,5.43952744604704,1.6582825853045553,Urban,93,5,4847.149078886973,3.548905015675798,3,Occasional Young Shoppers
CUST_00035,56,18084.0,F,TV,162.35031199895954,1.0356394871092849,7.88179215352701,Suburban,148,10,6232.160414551573,4.458715820318147,3,Occasional Young Shoppers
CUST_00065,57,17789.0,M,TV,459.3550596055443,5.510464583117413,3.562189853898445,Urban,111,8,5810.330275101032,4.536327218507929,3,Occasional Young Shoppers
CUST_00099,31,15361.0,M,Smartphone,898.6804010847513,4.453952121796683,8.988474965445594,Urban,54,18,16754.357742126318,6.721213543621138,1,Tech-Savvy Urbanites
CUST_00047,49,28056.0,F,Laptop,421.7988901634656,9.748714019271016,4.310656251467126,Urban,336,12,6025.688116273296,7.02968513536907,2,Loyal Appliance Buyers
CUST_00078,68,32945.0,M,TV,1404.268062509553,2.4324317559444686,2.285416994381944,Urban,115,8,7406.036211225917,2.3589243751632063,3,Occasional Young Shoppers
CUST_00003,55,11974.0,M,TV,240.03501466622103,4.187387770835455,7.262934169316365,Rural,142,12,9907.892805725707,5.72516097007591,3,Occasional Young Shoppers
CUST_00001,50,21465.0,M,Laptop,1206.221818966279,4.775333365808377,2.481203302421526,Urban,200,16,12623.084661018294,3.628268334114952,1,Tech-Savvy Urbanites
CUST_00005,40,24301.0,M,Smartphone,786.5256032642919,4.51624183390854,7.783124639886914,Urban,179,11,7018.358996714953,6.149683236897727,3,Occasional Young Shoppers
CUST_00090,32,24146.0,F,TV,1137.9796249389362,6.9924774488667625,9.71301012765505,Urban,201,20,16510.95629505361,8.352743788260906,1,Tech-Savvy Urbanites
CUST_00014,50,23942.0,F,Laptop,500.5372260515988,2.9396157179299194,8.015975819157356,Urban,363,10,7322.529837190011,5.477795768543638,2,Loyal Appliance Buyers
CUST_00027,42,18015.0,M,TV,796.0099233524562,2.9896439753259263,1.2020432358819222,Suburban,52,11,9954.21253292905,2.095843605603924,3,Occasional Young Shoppers
CUST_00009,34,25324.0,M,Refrigerator,1292.4112570986056,7.562898536507678,6.398972092474972,Suburban,179,10,7430.061608242025,6.980935314491325,3,Occasional Young Shoppers
CUST_00079,50,30002.0,M,Washing Machine,726.9732437285014,5.502614668103616,7.258696038727519,Urban,312,6,4711.425127221839,6.380655353415568,2,Loyal Appliance Buyers
CUST_00015,64,23636.0,M,Refrigerator,571.5937997698909,4.736401084515794,8.429124932166566,Suburban,307,10,6638.82240420978,6.58276300834118,2,Loyal Appliance Buyers
CUST_00090,19,28367.0,M,TV,827.4253100664673,2.5228274650952662,1.5040207804510013,Urban,136,20,16510.95629505361,2.013424122773133,1,Tech-Savvy Urbanites
CUST_00042,31,36141.0,M,Smartphone,1090.175991902732,2.6877450062095,5.320970451570577,Suburban,181,9,6905.829592272245,4.004357728890039,2,Loyal Appliance Buyers
CUST_00077,57,8730.0,M,Washing Machine,693.166850972829,1.0949647313431048,5.818337853745549,Urban,0,7,4620.020254946105,3.4566512925443265,3,Occasional Young Shoppers
CUST_00051,57,35303.0,F,Refrigerator,1411.3716139562955,1.822836419755383,2.522123763797602,Urban,43,13,12167.811323959124,2.1724800917764924,1,Tech-Savvy Urbanites
CUST_00063,68,26140.0,M,Laptop,477.671444861396,6.01154825221217,3.9020482873958464,Suburban,226,13,12282.10907678582,4.956798269804008,1,Tech-Savvy Urbanites
CUST_00096,56,12635.0,F,Smartphone,739.4222289452246,9.02685817007569,4.961995536305487,Rural,330,13,9838.660072685394,6.994426853190588,2,Loyal Appliance Buyers
CUST_00052,68,32900.0,F,Refrigerator,1147.54510604509,3.584482886175017,8.498887191620213,Suburban,97,12,8213.792539366705,6.041685038897615,3,Occasional Young Shoppers
CUST_00096,23,18049.0,F,Laptop,1049.2255812188494,3.949725033065153,9.36466809463186,Urban,207,13,9838.660072685394,6.657196563848507,1,Tech-Savvy Urbanites
